2.7,2.7,3.0,3.3,3.6,3.6,3.3,3.0,2.7,1.8,1.8,1.8,1.8,1.8,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.4,2.1,2.4,2.1,2.1,1.8,1.8,1.8,1.8,0.6,0.3,0.3,0.6
2.4,1.8,1.8,1.8,1.8,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.2,1.5,1.5
2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.4,2.4,2.7,2.4,2.4,2.4,2.4,2.4,2.4,2.1,1.8,2.1,2.1,2.4,2.4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.3,3.6,3.9,3.9,3.9
1.8,1.5,1.2,1.2,1.2,0.9,0.9,0.9,0.9,0.6,0.9,1.2,1.5,1.8,2.1,2.4,2.7,3.0,3.3,3.6,3.9,4.2,4.5,4.5,4.5,4.2,4.2,3.9,3.0,2.7,2.4,2.1,2.1,2.1,2.4,2.4
3.3,3.6,3.9,4.2,4.5,3.9,3.6,3.3,3.0,2.7,2.4,2.1,1.8,1.5,1.2,1.5,1.8,2.1,2.4,2.7,3.0,3.3,3.6,3.6,3.3,3.0,2.7,2.4,2.1,1.8,1.5,1.2,0.9,0.9,0.9,1.2
2.7,2.4,2.1,1.8,1.5,1.2,0.9,0.9,1.2,1.2,1.5,1.8,2.1,2.4,2.7,3.0,3.0,3.3,3.3,3.6,3.6,3.9,3.9,3.6,3.3,3.0,2.7,2.4,2.1,1.8,1.5,1.5,1.5,1.5,1.2,0.9
16,32
17
20
2.7,2.4,1.8,2.1
2.1,3.6
1.2,1.8
0.3,2.1
0.9,1.2
0.9,0.9
1.2,0.9
1.8,0.6
2.4,0.9
2.7,0.9
3.0,0.9
3.3,0.9
3.6,0.9
3.9,0.9
3.9,1.2
3.9,1.5
3.0,2.4
3.0,2.7
3.0,3.0
3.0,3.3
3.0,3.6
3.0,3.9
2.7,4.5
2.4,4.5
2.1,4.5
1.8,4.5
1.5,3.9
0.9,3.6
0.9,3.3
0.3,2.4
0.3,2.1
